Class,Pclass,Age,Fare,FamilySize,IsAlone,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Other
0,1,45.0,26.55,1,1,0,1,0,0,1,0,0,0,0,1
1,2,29.0,26.0,2,0,1,0,0,0,1,0,0,0,1,0
1,1,27.0,30.5,1,1,0,1,0,0,1,0,0,1,0,0
1,1,30.0,30.0,1,1,0,1,0,0,1,0,0,1,0,0
0,3,39.0,29.125,6,0,1,0,0,1,0,0,0,0,1,0
0,2,37.0,26.0,2,0,0,1,0,0,1,0,0,1,0,0
0,3,30.0,69.55,11,0,0,1,0,0,1,1,0,0,0,0
0,1,30.0,35.0,1,1,0,1,0,0,1,0,0,1,0,0
0,3,29.0,7.0458,2,0,0,1,0,0,1,0,0,1,0,0
0,3,30.0,7.75,1,1,0,1,0,1,0,0,0,1,0,0
1,2,28.0,13.0,1,1,1,0,0,0,1,0,1,0,0,0
1,1,23.0,113.275,2,0,1,0,1,0,0,0,1,0,0,0
1,3,30.0,15.2458,3,0,0,1,1,0,0,1,0,0,0,0
1,2,4.0,39.0,4,0,1,0,0,0,1,0,1,0,0,0
0,3,30.0,7.8958,1,1,0,1,0,0,1,0,0,1,0,0
0,2,42.0,27.0,2,0,0,1,0,0,1,0,0,1,0,0
0,3,18.0,6.4958,2,0,0,1,0,0,1,0,0,1,0,0
0,3,16.0,18.0,3,0,0,1,0,0,1,0,0,1,0,0
0,3,30.0,7.8958,1,1,0,1,0,0,1,0,0,1,0,0
1,1,16.0,57.9792,2,0,1,0,1,0,0,0,1,0,0,0
1,2,35.0,21.0,1,1,1,0,0,0,1,0,1,0,0,0
0,3,7.0,39.6875,6,0,0,1,0,0,1,1,0,0,0,0
1,3,18.0,9.8417,1,1,1,0,0,0,1,0,1,0,0,0
0,1,29.0,66.6,2,0,0,1,0,0,1,0,0,1,0,0
1,3,32.0,56.4958,1,1,0,1,0,0,1,0,0,1,0,0
1,1,14.0,120.0,4,0,1,0,0,0,1,0,1,0,0,0
0,3,26.0,7.8542,2,0,0,1,0,0,1,0,0,1,0,0
1,2,32.5,13.0,1,1,1,0,0,0,1,0,1,0,0,0
0,3,26.0,8.6625,3,0,0,1,0,0,1,0,0,1,0,0
0,1,2.0,151.55,4,0,1,0,0,0,1,0,1,0,0,0
0,3,30.0,25.4667,5,0,1,0,0,0,1,0,1,0,0,0
0,3,22.0,7.25,1,1,0,1,0,0,1,0,0,1,0,0
0,3,7.0,29.125,6,0,0,1,0,1,0,1,0,0,0,0
0,3,28.0,15.85,2,0,0,1,0,0,1,0,0,1,0,0
0,3,30.0,7.225,1,1,0,1,1,0,0,0,0,1,0,0
0,3,30.0,7.725,1,1,0,1,0,1,0,0,0,1,0,0
0,1,30.0,27.75,1,1,0,1,1,0,0,0,0,1,0,0
1,2,30.0,33.0,1,1,1,0,0,0,1,0,1,0,0,0
0,3,28.5,16.1,1,1,0,1,0,0,1,0,0,1,0,0
0,3,19.0,0.0,1,1,0,1,0,0,1,0,0,1,0,0
0,2,33.0,12.275,1,1,0,1,0,0,1,0,0,1,0,0
0,1,25.0,151.55,4,0,1,0,0,0,1,0,0,0,1,0
0,3,6.0,31.275,7,0,1,0,0,0,1,0,1,0,0,0
1,3,1.0,11.1333,3,0,1,0,0,0,1,0,1,0,0,0
0,3,30.0,14.5,1,1,0,1,0,0,1,0,0,1,0,0
0,3,18.0,7.7958,1,1,0,1,0,0,1,0,0,1,0,0
1,1,50.0,247.5208,2,0,1,0,1,0,0,0,0,0,1,0
0,2,42.0,13.0,1,1,0,1,0,0,1,0,0,0,0,1
1,2,19.0,26.0,2,0,1,0,0,0,1,0,0,0,1,0
1,3,18.0,9.35,2,0,1,0,0,0,1,0,0,0,1,0
0,3,30.0,8.05,1,1,0,1,0,0,1,0,0,1,0,0
1,2,27.0,13.8583,2,0,1,0,1,0,0,0,1,0,0,0
0,3,30.0,7.225,1,1,0,1,1,0,0,0,0,1,0,0
0,2,16.0,26.0,1,1,0,1,0,0,1,0,0,1,0,0
1,3,25.0,7.775,2,0,0,1,0,0,1,0,0,1,0,0
1,1,32.0,30.5,1,1,0,1,1,0,0,0,0,0,0,1
0,3,9.0,34.375,5,0,1,0,0,0,1,0,1,0,0,0
1,1,36.0,26.2875,1,1,0,1,0,0,1,0,0,1,0,0
0,3,30.0,56.4958,1,1,0,1,0,0,1,0,0,1,0,0
1,1,30.0,35.5,1,1,0,1,0,0,1,0,0,1,0,0
1,2,4.0,23.0,3,0,1,0,0,0,1,0,1,0,0,0
1,1,11.0,120.0,4,0,0,1,0,0,1,1,0,0,0,0
1,1,45.0,164.8667,3,0,1,0,0,0,1,0,0,0,1,0
1,2,22.0,29.0,3,0,1,0,0,0,1,0,0,0,1,0
1,2,34.0,10.5,1,1,1,0,0,0,1,0,0,0,1,0
1,1,31.0,113.275,2,0,1,0,1,0,0,0,1,0,0,0
1,1,36.0,135.6333,1,1,1,0,1,0,0,0,1,0,0,0
1,3,30.0,22.3583,3,0,1,0,1,0,0,0,1,0,0,0
0,3,16.0,34.375,5,0,0,1,0,0,1,0,0,1,0,0
0,3,30.0,7.2292,1,1,0,1,1,0,0,0,0,1,0,0
1,2,21.0,10.5,1,1,1,0,0,0,1,0,1,0,0,0
1,3,30.0,7.2292,1,1,1,0,1,0,0,0,0,0,1,0
0,3,35.0,7.8958,1,1,0,1,1,0,0,0,0,1,0,0
0,3,25.0,7.775,2,0,0,1,0,0,1,0,0,1,0,0
1,3,6.0,12.475,2,0,0,1,0,0,1,1,0,0,0,0
0,3,30.0,8.05,1,1,0,1,0,0,1,0,0,1,0,0
0,3,16.0,20.25,3,0,0,1,0,0,1,0,0,1,0,0
1,3,30.0,7.75,1,1,1,0,0,1,0,0,1,0,0,0
1,2,27.0,10.5,1,1,1,0,0,0,1,0,1,0,0,0
0,3,36.0,24.15,3,0,0,1,0,0,1,0,0,1,0,0
0,3,23.0,7.925,1,1,1,0,0,0,1,0,1,0,0,0
1,3,27.0,7.925,1,1,1,0,0,0,1,0,1,0,0,0
1,1,19.0,26.2833,3,0,1,0,0,0,1,0,1,0,0,0
0,1,30.0,227.525,1,1,0,1,1,0,0,0,0,1,0,0
0,2,54.0,26.0,1,1,0,1,0,0,1,0,0,1,0,0
0,3,14.5,14.4542,2,0,1,0,1,0,0,0,1,0,0,0
1,1,24.0,69.3,1,1,1,0,1,0,0,0,0,0,0,1
0,3,20.0,7.05,1,1,0,1,0,0,1,0,0,1,0,0
1,3,18.0,8.05,1,1,0,1,0,0,1,0,0,1,0,0
1,3,38.0,31.3875,7,0,1,0,0,0,1,0,0,0,1,0
1,1,30.0,86.5,1,1,1,0,0,0,1,0,1,0,0,0
0,3,32.0,8.3625,1,1,0,1,0,0,1,0,0,1,0,0
0,3,33.0,8.6625,1,1,0,1,1,0,0,0,0,1,0,0
0,2,44.0,26.0,2,0,0,1,0,0,1,0,0,1,0,0
1,2,29.0,10.5,1,1,1,0,0,0,1,0,0,0,1,0
0,3,30.0,7.05,1,1,0,1,0,0,1,0,0,1,0,0
1,2,30.0,13.8625,1,1,0,1,1,0,0,0,0,1,0,0
0,3,40.5,14.5,3,0,0,1,0,0,1,0,0,1,0,0
1,1,35.0,512.3292,1,1,1,0,1,0,0,0,1,0,0,0
0,3,30.0,7.8958,1,1,0,1,0,0,1,0,0,1,0,0
1,1,19.0,91.0792,2,0,1,0,1,0,0,0,0,0,1,0
0,2,57.0,12.35,1,1,0,1,0,1,0,0,0,0,0,1
1,3,25.0,0.0,1,1,0,1,0,0,1,0,0,1,0,0
0,3,30.0,16.1,2,0,0,1,0,0,1,0,0,1,0,0
0,3,30.0,69.55,11,0,0,1,0,0,1,0,0,1,0,0
0,2,34.0,21.0,2,0,0,1,0,0,1,0,0,1,0,0
0,2,28.0,33.0,2,0,0,1,0,0,1,0,0,0,0,1
0,2,38.0,13.0,1,1,1,0,0,0,1,0,1,0,0,0
1,3,30.0,7.775,1,1,0,1,0,0,1,0,0,1,0,0
0,3,17.0,14.4583,1,1,1,0,1,0,0,0,1,0,0,0
1,3,27.0,7.7958,1,1,0,1,0,0,1,0,0,1,0,0
1,3,4.0,13.4167,2,0,1,0,1,0,0,0,1,0,0,0
0,3,36.0,7.4958,1,1,0,1,0,0,1,0,0,1,0,0
1,3,9.0,15.9,3,0,0,1,0,0,1,1,0,0,0,0
1,1,30.0,56.9292,1,1,1,0,1,0,0,0,1,0,0,0
1,3,30.0,23.25,3,0,1,0,0,1,0,0,1,0,0,0
0,2,31.0,10.5,1,1,0,1,0,0,1,0,0,1,0,0
0,3,30.0,7.8958,1,1,0,1,0,0,1,0,0,1,0,0
0,1,71.0,34.6542,1,1,0,1,1,0,0,0,0,1,0,0
1,2,7.0,26.25,3,0,1,0,0,0,1,0,1,0,0,0
0,3,24.0,7.8958,1,1,0,1,0,0,1,0,0,1,0,0
0,1,45.5,28.5,1,1,0,1,0,0,1,0,0,1,0,0
0,3,4.0,29.125,6,0,0,1,0,1,0,1,0,0,0,0
0,3,30.0,7.8958,1,1,0,1,0,0,1,0,0,1,0,0
1,1,30.0,82.1708,2,0,1,0,1,0,0,0,0,0,1,0
1,2,45.0,13.5,1,1,1,0,0,0,1,0,0,0,1,0
0,3,16.0,8.05,1,1,0,1,0,0,1,0,0,1,0,0
0,3,20.0,9.5,1,1,0,1,0,0,1,0,0,1,0,0
0,2,25.0,13.0,1,1,0,1,0,0,1,0,0,1,0,0
1,3,15.0,8.0292,1,1,1,0,0,1,0,0,1,0,0,0
1,2,25.0,26.0,2,0,1,0,0,0,1,0,0,0,1,0
1,2,34.0,32.5,3,0,1,0,0,0,1,0,0,0,1,0
0,3,26.0,7.775,1,1,0,1,0,0,1,0,0,1,0,0
1,1,80.0,30.0,1,1,0,1,0,0,1,0,0,1,0,0
1,3,24.0,7.1417,1,1,0,1,0,0,1,0,0,1,0,0
0,3,49.0,0.0,1,1,0,1,0,0,1,0,0,1,0,0
0,1,30.0,50.0,1,1,0,1,0,0,1,0,0,1,0,0
1,1,36.0,512.3292,2,0,0,1,1,0,0,0,0,1,0,0
0,1,47.0,25.5875,1,1,0,1,0,0,1,0,0,1,0,0
0,3,30.0,69.55,11,0,1,0,0,0,1,0,1,0,0,0
1,3,39.0,7.925,1,1,0,1,0,0,1,0,0,1,0,0
0,3,30.0,24.15,3,0,1,0,0,0,1,0,0,0,1,0
0,3,51.0,7.0542,1,1,0,1,0,0,1,0,0,1,0,0
1,2,42.0,13.0,1,1,1,0,0,0,1,0,0,0,1,0
1,1,23.0,263.0,6,0,1,0,0,0,1,0,1,0,0,0
0,3,28.0,7.8958,1,1,1,0,0,0,1,0,1,0,0,0
0,3,19.0,7.65,1,1,0,1,0,0,1,0,0,1,0,0
1,3,13.0,7.2292,1,1,1,0,1,0,0,0,1,0,0,0
1,3,14.0,11.2417,2,0,1,0,1,0,0,0,1,0,0,0
0,1,52.0,79.65,3,0,0,1,0,0,1,0,0,1,0,0
1,1,39.0,110.8833,3,0,1,0,1,0,0,0,0,0,1,0
0,2,34.0,13.0,1,1,0,1,0,0,1,0,0,1,0,0
0,3,30.0,7.55,1,1,0,1,0,0,1,0,0,1,0,0
0,2,18.0,11.5,1,1,0,1,0,0,1,0,0,1,0,0
1,1,30.0,133.65,2,0,1,0,0,0,1,0,0,0,1,0
1,3,27.0,11.1333,3,0,1,0,0,0,1,0,0,0,1,0
1,1,30.0,106.425,1,1,1,0,1,0,0,0,1,0,0,0
1,1,39.0,79.65,3,0,1,0,0,0,1,0,0,0,1,0
1,1,47.0,52.5542,3,0,1,0,0,0,1,0,0,0,1,0
0,1,18.0,108.9,2,0,0,1,1,0,0,0,0,1,0,0
0,3,30.0,7.8958,1,1,0,1,0,0,1,0,0,1,0,0
1,2,30.0,21.0,4,0,1,0,0,0,1,0,0,0,1,0
0,3,42.0,8.4042,2,0,0,1,0,0,1,0,0,1,0,0
1,2,41.0,19.5,2,0,1,0,0,0,1,0,0,0,1,0
0,3,30.0,7.8958,1,1,0,1,0,0,1,0,0,1,0,0
0,3,30.0,7.7333,1,1,0,1,0,1,0,0,0,1,0,0
0,3,37.0,7.925,3,0,0,1,0,0,1,0,0,1,0,0
0,3,30.0,7.25,1,1,0,1,0,0,1,0,0,1,0,0
0,3,42.0,7.65,1,1,0,1,0,0,1,0,0,1,0,0
1,1,16.0,39.4,2,0,1,0,0,0,1,0,1,0,0,0
0,3,30.0,8.7125,1,1,0,1,1,0,0,0,0,1,0,0
0,3,25.0,7.05,1,1,0,1,0,0,1,0,0,1,0,0
1,3,5.0,12.475,1,1,1,0,0,0,1,0,1,0,0,0
1,2,33.0,26.0,3,0,1,0,0,0,1,0,0,0,1,0
0,3,26.0,7.8958,1,1,0,1,0,0,1,0,0,1,0,0
1,3,19.0,8.05,1,1,0,1,0,0,1,0,0,1,0,0
1,2,40.0,13.0,1,1,1,0,0,0,1,0,1,0,0,0
0,3,32.0,15.5,3,0,1,0,0,1,0,0,0,0,1,0
1,1,54.0,78.2667,2,0,1,0,1,0,0,0,1,0,0,0
0,3,45.0,6.975,1,1,0,1,0,0,1,0,0,1,0,0
0,3,25.0,7.05,1,1,0,1,0,0,1,0,0,1,0,0
0,3,26.0,16.1,2,0,1,0,0,0,1,0,0,0,1,0
1,1,39.0,55.9,2,0,1,0,0,0,1,0,0,0,1,0
1,3,22.0,7.25,1,1,1,0,0,0,1,0,1,0,0,0
1,1,27.0,76.7292,1,1,0,1,1,0,0,0,0,1,0,0
0,3,23.0,7.8958,1,1,0,1,0,0,1,0,0,1,0,0
0,2,25.0,41.5792,4,0,0,1,1,0,0,0,0,1,0,0
0,3,30.0,7.225,1,1,0,1,1,0,0,0,0,1,0,0
1,1,52.0,93.5,3,0,1,0,0,0,1,0,0,0,1,0
0,3,30.0,6.8583,1,1,0,1,0,1,0,0,0,1,0,0
0,3,18.0,7.775,1,1,1,0,0,0,1,0,1,0,0,0
1,2,3.0,18.75,3,0,0,1,0,0,1,1,0,0,0,0
1,1,41.0,134.5,1,1,1,0,1,0,0,0,1,0,0,0
0,3,43.0,46.9,8,0,1,0,0,0,1,0,0,0,1,0
0,3,30.0,8.05,1,1,0,1,0,0,1,0,0,1,0,0
0,3,30.0,7.2292,1,1,0,1,1,0,0,0,0,1,0,0
0,3,40.0,15.5,3,0,0,1,0,1,0,0,0,1,0,0
1,1,37.0,52.5542,3,0,0,1,0,0,1,0,0,1,0,0
1,1,30.0,31.0,1,1,1,0,1,0,0,0,1,0,0,0
0,1,30.0,39.6,1,1,0,1,1,0,0,0,0,0,0,1
